i,smiles,A_G_eV
90751,OC1CC2C1CCC2=O,-75.67452797
90752,OC1CC2C1CNC2=O,-71.44452009
90753,OC1CC2C1COC2=N,-70.70630276
90754,OC1CC2C1COC2=O,-68.85497703
90755,OC1CC2C1NCC2=O,-70.56782409
90756,OC1CC2C1OCC2=O,-68.01283947
90757,OC1CN2C1CCC2=O,-71.12625588
90758,OC1CN2C1CNC2=O,-66.53147955
90759,OC1CN2C1COC2=N,-65.71957383
90760,OC1CN2C1COC2=O,-63.98109365
90761,CC1CC2C1CCC2C,-94.63946691
90762,CC1CC2C1CCC2O,-87.28695403
90763,CC1CC2C1COC2C,-87.28085868
90764,CC1CC2C1OCC2C,-87.28072262
90765,CC1CC2C1OCC2O,-79.85063011
90766,CC1CCC2C(O)CC12,-87.3328324
90767,CC1COC2C(O)CC12,-79.77650634
90768,CC1OC2C1CCC2C,-87.35430218
90769,CC1OC2C1CCC2O,-80.0247829
90770,CC1OC2C1COC2C,-79.97441465
90771,CC1OC2C1OCC2C,-79.97593849
90772,CC1OC2C1OCC2O,-72.50603574
90773,CC1OCC2C(O)CC12,-79.97623781
90774,OC1CC2C1CCC2O,-79.96431923
90775,OC1CC2C1OCC2O,-72.40227877
90776,CC12CC3C(O)CC1N23,-76.93544855
90777,CC12CC3C1C2CC3O,-81.88780953
90778,CC12CC3C1N2CC3O,-76.81196334
90779,CC12OC3C1C2CC3O,-74.36544325
90780,CC1CC2C3C1CC23C,-89.25371041
90781,CC1CC2C3C1CC23O,-81.80707338
90782,CC1CC2C3C1OC23C,-81.7695489
90783,CC1CC2C3N1CC23O,-76.51658389
90784,CC1OC2C3C1CC23C,-81.78228382
90785,CC1OC2C3C1CC23O,-74.32808204
90786,CC1OC2C3C1OC23C,-74.16397025
90787,OC1CC2C3C1CC23O,-74.43836973
90788,CC1CC2C3C1C(=O)N23,-72.70388963
90789,CC1CC2C3C2C(=O)C13,-77.63418218
90790,CC1CC2C3C2C(=O)N13,-72.72448864
90791,CC1CC2C3N2C1C3=O,-72.60622801
90792,CC1CN2C3C2C(=O)C13,-72.3853533
90793,CC1OC2C3C2C(=O)C13,-70.11878202
90794,CN1CC2C3C1C(=O)N23,-67.33407899
90795,CN1CC2C3C2C(=O)C13,-72.29830412
90796,OC1CC2C3C1C(=O)N23,-65.27915776
90797,OC1CC2C3C2C(=O)C13,-70.14226543
90798,OC1CC2C3N2C1C3=O,-65.07534458
90799,OC1CN2C3C2C(=O)C13,-64.86051079
90800,CC1CC2C3C2C2C3C12,-83.14628109
90801,CC1CC2C3C2C2C3N12,-78.0146788
90802,CC1CC2C3C2N2C3C12,-78.09680273
90803,CC1CC2C3C4C1C4N23,-78.09149651
90804,CC1CN2C3C2C2C3N12,-72.78672105
90805,CC1CN2C3C4C(C14)C23,-77.9582152
90806,CC1OC2C3C2C2C3C12,-75.65058196
90807,CC1OC2C3C2N2C3C12,-70.56815063
90808,CN1CC2C3C4C(C14)N23,-72.73825759
90809,OC1CC2C3C2C2C3C12,-75.74059718
90810,OC1CC2C3C2N2C3C12,-70.68466972
90811,OC1CC2C3C4C1C4N23,-70.67773082
90812,OC1CN2C3C4C(C14)C23,-70.58494004
90813,CC1CC2C3C4C(C13)N24,-78.48557161
90814,CC1CC2C3C4C1C2N34,-78.64315267
90815,CC1CC2C3C4C2C1N34,-78.49664664
90816,CC1CC2C3C4C3C1C24,-83.5195667
90817,CC1CC2C3C4C3N2C14,-78.31656177
90818,CC1OC2C3C4C1C2N34,-71.25295203
90819,CC1OC2C3C4C2C1N34,-71.13058249
90820,CC1OC2C3C4C3C1C24,-76.18231939
90821,CN1CC2C3C4C(C13)N24,-73.25989961
90822,CN1CC2C3C4C1C2N34,-73.40528997
90823,OC1CC2C3C4C(C13)N24,-71.06905757
90824,OC1CC2C3C4C1C2N34,-71.20674712
90825,OC1CC2C3C4C2C1N34,-71.06894873
90826,OC1CC2C3C4C3C1C24,-76.09293003
90827,OC1CC2C3C4C3N2C14,-70.85912183
90828,OC1CN2C3C4C3C2C14,-70.82592396
90829,CC1CC2C3C4CC13C24,-82.40969644
90830,CC1CC2C3C4CC13N24,-77.33918369
90831,CC1CC2C3C4OC13C24,-74.48122764
90832,CC1CC2C3N4CC13C24,-76.9702519
90833,CC1CN2C3C4CC13C24,-77.00715052
90834,CC1CN2C3C4NC13C24,-71.57834562
90835,CC1CN2C3C4OC13C24,-68.95106038
90836,CC1OC2C3C4CC13C24,-74.88640498
90837,CC1OC2C3C4OC13C24,-66.86032899
90838,CC1OC2C3N4CC13C24,-69.3681563
90839,CN1CC2C3N4CC13C24,-71.54190959
90840,OC1CC2C3C4CC13C24,-74.98349516
90841,OC1CC2C3C4CC13N24,-69.95717368
90842,OC1CC2C3C4OC13C24,-67.01380113
90843,OC1CC2C3N4CC13C24,-69.53153338
90844,OC1CN2C3C4CC13C24,-69.57028238
90845,OC1CN2C3C4NC13C24,-64.10495982
90846,OC1CN2C3C4OC13C24,-61.51514464
90847,CC1CC2C3C=CC1C23,-84.70064912
90848,CC1OC2C3C=CC1C23,-77.19553485
90849,OC1CC2C3C1N=CN23,-67.69427593
90850,OC1CC2C3C=CC1C23,-77.30884301
90851,OC1CC2C3C=CC1N23,-72.28284806
90852,OC1CN2C3C=CC1C23,-72.08444994
90853,CC1CC2C3C=CC2C13,-84.03971209
90854,CC1OC2C3C=CC2C13,-76.64466783
90855,OC1CC2C3C=CC2C13,-76.6311982
90856,OC1CN2C3C=CC2C13,-71.24155046
90857,CC1CC2C3CC(=C1)C23,-82.88211308
90858,CC1CC2C3N2CC3=C1,-77.59505223
90859,CC1CC2C3OC(=N1)C23,-70.58757955
90860,CC1OC2C3CC(=C1)C23,-75.28393593
90861,OC1CC2C3CC(=C1)C23,-75.44793887
90862,OC1CC2C3N2CC3=C1,-70.15135403
90863,OC1CN2C3CC(=C1)C23,-70.12215623
90864,CC1CC2C3C(CN23)O1,-76.47293685
90865,CC1CC2C3CC(C1)C23,-89.093381
90866,CC1CC2C3CC(O1)C23,-81.7116431
90867,CC1CC2C3OC(C1)C23,-81.48219681
90868,CC1CC2CC3C(O1)C23,-81.67243151
90869,CC1CC2OC3C(O1)C23,-73.90744864
90870,CC1CN2C3CC(O1)C23,-76.51369949
90871,CC1OC2C3CC(O1)C23,-74.42043744
90872,OC1CC2C3C(CN23)C1,-76.52918276
90873,OC1CC2C3CC(C1)C23,-81.66777837
90874,OC1CC2C3CC(C1)N23,-76.66036879
90875,OC1CC2C3OC(C1)C23,-74.31496616
90876,OC1CC2CC3C2N3C1,-76.46607959
90877,CC1CC2C3CC(C3)C12,-88.72262605
90878,CC1CC2C3CC(O3)C12,-81.37585476
90879,CC1OC2C3CC(C3)C12,-81.43822323
90880,CC1OC2C3CC(O3)C12,-73.95528623
90881,OC1CC2C3CC(C3)C12,-81.37479352
90882,OC1CC2C3CC(O3)C12,-74.10573791
90883,CC12CC3C(CC1O)C23,-81.80361754
90884,CC12CC3C(CC1O)N23,-76.90864535
90885,CC12CC3C1N3CC2O,-76.63715749
90886,CC12CN3C(CC1O)C23,-76.64142967
90887,CC12OC3C(CC1O)C23,-74.38625995
90888,CC1CC2C3CC1(C)C23,-89.17093341
90889,CC1CC2C3CC1(O)C23,-81.81063807
90890,CC1CC2C3N2CC13C,-84.01894981
90891,CC1CC2C3N2CC13O,-76.63465404
90892,CC1CC2C3OC1(C)C23,-81.7135479
90893,CC1CN2C3CC1(C)C23,-84.04115429
90894,CC1CN2C3CC1(O)C23,-76.64728012
90895,CC1OC2C3CC1(C)C23,-81.69428224
90896,CC1OC2C3CC1(O)C23,-74.27646206
90897,CC1OC2C3OC1(C)C23,-74.11131624
90898,CN1CC2C3N2CC13C,-78.75469208
90899,OC1CC2C3CC1(O)C23,-74.45428839
90900,OC1CC2C3N2CC13O,-69.27144709
90901,OC1CN2C3CC1(O)C23,-69.2530522
90902,CC1CC2C3CC12C=C3,-81.61166852
90903,CC1CC2C3OC12C=C3,-73.6817303
90904,CC1CN2C3CC12C=C3,-76.71862834
90905,CC1NC2C3OC12C=C3,-68.35104962
90906,CC1OC2C3CC12C=C3,-73.87585624
90907,CC1OC2C3NC12C=C3,-68.50275302
90908,CC1OC2C3OC12C=C3,-65.84705911
90909,OC1CC2C3CC12C=C3,-74.16821522
90910,OC1CC2C3OC12C=C3,-66.17272482
90911,OC1CN2C3CC12C=C3,-69.32510791
90912,CC1CC2C3CC12CC3,-87.19492517
90913,CC1CC2C3CC12CO3,-79.60956456
90914,CC1CC2C3CC12OC3,-79.84456198
90915,CC1CC2C3CCC12O3,-79.46433747
90916,CC1OC2C3CC12CC3,-79.48558955
90917,CC1OC2C3CC12CO3,-71.88101772
90918,CC1OC2C3CC12OC3,-72.02077533
90919,CC1OC2C3CCC12O3,-71.58487635
90920,OC1CC2C3CC12CC3,-79.75843798
90921,OC1CC2C3CC12CO3,-72.15353962
90922,OC1CC2C3CC12OC3,-72.37596538
90923,OC1CC2C3CCC12O3,-72.10344348
90924,OC1CN2C3CC12CC3,-74.96101857
90925,CC12C3CC(O)C1CN23,-76.76045222
90926,CC12C3CC(O)C1OC23,-74.2322708
90927,CC12C3CC1C(O)CC23,-81.86854388
90928,CC12C3CC1C(O)CN23,-76.79718757
90929,CC1CC2C3CC1C23C,-89.22263502
90930,CC1CC2C3CC1C23O,-81.70513958
90931,CC1CC2C3OC1C23C,-81.65830881
90932,CC1CC2C3OC1C23O,-74.1296295
90933,CC1OC2C3CC1C23C,-81.73948033
90934,CC1OC2C3CC1C23O,-74.20865132
90935,CC1OC2C3NC1C23O,-68.8773992
90936,CC1OC2C3OC1C23C,-74.03953264
90937,CC1OC2C3OC1C23O,-66.48192764
90938,CN1CC2N3CC1C23C,-78.85736059
90939,OC1CC2C3CC1C23O,-74.29477532
90940,OC1CC2C3OC1C23O,-66.74500719
90941,CC1CC2C3CC1CC23,-90.0353843
90942,CC1CC2C3CC1OC23,-82.52012019
90943,CC1CC2C3OC1OC23,-75.03759137
90944,CC1NC2C3OC1OC23,-69.81668136
90945,CC1OC2C3CC1CC23,-82.50586143
90946,CC1OC2C3CC1OC23,-74.90493593
90947,CC1OC2C3OC1OC23,-67.32041888
90948,OC1CC2C3CC1CC23,-82.6888307
90949,OC1CC2C3CC1CN23,-77.55763659
90950,OC1CC2C3CC1OC23,-75.21095502
90951,OC1CC2C3OC1OC23,-67.67596267
90952,OC1CN2C3CC1CC23,-77.49118642
90953,CC12CC3C1C(O)CN23,-76.15102631
90954,CC12CC3C1CC(O)C23,-81.43239999
90955,CC12CN3C1CC(O)C23,-76.05548718
90956,CC12OC3C1CC(O)C23,-73.7250236
90957,CC1CC2C3CC2(C)C13,-88.80426017
90958,CC1CC2C3CC2(O)C13,-81.52353088
90959,CC1CC2C3OC2(C)C13,-81.12077536
90960,CC1CC2N3CC2(O)C13,-76.24055173
90961,CC1OC2C3CC2(C)C13,-81.41588269
90962,CC1OC2C3CC2(O)C13,-74.09961535
90963,CC1OC2C3OC2(C)C13,-73.66390686
90964,CN1CC2C3OC2(C)C13,-75.83322469
90965,OC1CC2C3CC2(O)C13,-74.16699071
90966,OC1CC2N3CC2(O)C13,-68.83900395
90967,CC1CC23CC(C2)C3O1,-80.53129539
90968,CC1CC23CC(O2)C3O1,-72.91774381
90969,CC1CC2C3CC2(C1)O3,-80.0676136
90970,CC1CC2C3CC2(C3)C1,-87.94111543
90971,CC1CC2C3CC2(C3)O1,-80.51137667
90972,CC1CC2N3CC2(C3)O1,-74.9311949
90973,CC1OC2C3CC2(C3)O1,-73.06686213
90974,OC1CC2C3CC2(C1)O3,-72.63858233
90975,OC1CC2C3CC2(C3)C1,-80.52313198
90976,CC12C3CC1C3CC2O,-81.33460232
90977,CC12C3OC1C3CC2O,-73.58809597
90978,CC1CC2C3CC2C13C,-88.70619038
90979,CC1CC2C3CC2C13O,-81.41729768
90980,CC1CC2C3OC2C13C,-80.98251437
90981,CC1CC2C3OC2C13O,-73.52183628
90982,CC1CN2C3CC2C13O,-76.09546069
90983,CC1OC2C3CC2C13C,-81.35204481
90984,CC1OC2C3CC2C13O,-73.97795331
90985,CC1OC2C3NC2C13C,-76.04397677
90986,CC1OC2C3NC2C13O,-68.64444264
90987,CC1OC2C3OC2C13C,-73.54205433
90988,CC1OC2C3OC2C13O,-66.17223501
90989,OC1CC2C3CC2C13O,-74.06960121
90990,OC1CC2C3NC2C13O,-68.7840914
90991,OC1CC2C3OC2C13O,-66.15830279
90992,OC1CN2C3CC2C13O,-68.73668919
90993,CC1CC2C3CC1C2O3,-82.02770319
90994,CC1CC2C3CC2C1C3,-89.56065469
90995,CC1CC2C3CC2C1O3,-82.11262989
90996,CC1OC2C3CC1C2O3,-74.63127115
90997,CC1OC2C3CC2C1C3,-82.22806053
90998,CC1OC2C3CC2C1O3,-74.68517688
90999,OC1CC2C3CC1C2O3,-74.63260451
91000,OC1CC2C3CC2C1C3,-82.21010102
91001,OC1CC2C3CC2C1O3,-74.72974911
91002,CC1CC2C3CC2C3C1,-88.66469304
91003,CC1CC2C3CC2C3O1,-81.29514583
91004,CC1CC2C3OC2C3C1,-80.91029539
91005,CC1CC2C3OC2C3O1,-73.49846171
91006,CC1CN2C3CC2C3O1,-75.83510228
91007,CC1OC2C3CC2C3O1,-74.03379104
91008,CC1OC2C3NC2C3O1,-68.7393559
91009,CC1OC2C3OC2C3O1,-66.18007189
91010,OC1CC2C3CC2C3C1,-81.25408387
91011,OC1CC2C3OC2C3C1,-73.49046157
91012,CC12CC1C1CC(O)C21,-80.74052363
91013,CC12CC1N1CC(O)C21,-75.55360063
91014,CC12CN1C1CC(O)C21,-75.65131667
91015,CC12NC1C1CC(O)C21,-75.91880446
91016,CC12OC1C1CC(O)C21,-73.63125321
91017,CC1CC2C3CC3(C)C12,-88.45687978
91018,CC1CC2C3CC3(O)C12,-81.09541436
91019,CC1CC2C3OC3(C)C12,-81.12284342
91020,CC1CN2C3CC3(O)C12,-75.72900514
91021,CC1OC2C3CC3(C)C12,-81.1297279
91022,CC1OC2C3CC3(O)C12,-73.74194907
91023,CC1OC2C3NC3(C)C12,-76.15361139
91024,CC1OC2C3OC3(C)C12,-73.73313259
91025,OC1CC2C3CC3(O)C12,-73.87629162
91026,OC1CN2C3CC3(O)C12,-68.44490164
91027,CC12C(O)CC1C1CN21,-75.60445868
91028,CC12C3CC3C1CC2O,-80.72797919
91029,CC12C3CC3N1CC2O,-75.60301648
91030,CC12C3CN3C1CC2O,-75.57468944
91031,CC12C3NC3C1CC2O,-75.84898008
91032,CC12C3OC3C1CC2O,-73.49530519
91033,CC1CC2C3CC3C12C,-88.08370302
91034,CC1CC2C3CC3C12O,-80.73285003
91035,CC1CC2C3NC3C12C,-83.06295987
91036,CC1CC2C3NC3C12O,-75.67616065
91037,CC1CC2C3OC3C12C,-80.77434737
91038,CC1CC2C3OC3C12O,-73.36673146
91039,CC1CC2N3CC3C12C,-82.94110734
91040,CC1CC2N3CC3C12O,-75.53732823
91041,CC1OC2C3CC3C12C,-80.78836123
91042,CC1OC2C3CC3C12O,-73.39173871
91043,CC1OC2C3CN3C12C,-75.62342501
91044,CC1OC2C3NC3C12C,-75.60154707
91045,CC1OC2C3NC3C12O,-68.197387
91046,CC1OC2C3OC3C12C,-73.29307027
91047,CC1OC2C3OC3C12O,-65.86373968
91048,OC1CC2C3CC3C12O,-73.33448598
91049,OC1CC2C3NC3C12O,-68.43603073
91050,OC1CC2C3OC3C12O,-66.06706306
91051,OC1CC2N3CC3C12O,-68.15254265
91052,CC1CC2C3CC3C2=C1,-83.40340135
91053,CC1CC2C3CN3C2=N1,-73.76369096
91054,CC1CC2C3NC3C2=C1,-78.17198775
91055,CC1CC2C3OC3C2=C1,-75.81809517
91056,CC1OC2C3CC3C2=C1,-75.90326677
91057,CC1OC2C3NC3C2=C1,-70.59819198
91058,CC1OC2C3OC3C2=C1,-68.21902004
91059,OC1CC2C3CC3C2=C1,-76.01480618
91060,OC1CC2C3NC3C2=C1,-70.79446761
91061,OC1CC2C3OC3C2=C1,-68.42982654
91062,OC1CC2N3CC3C2=C1,-70.69979925
91063,CC1CC2C(O1)C1CN21,-76.47141302
91064,CC1CC2C3CC3C2C1,-88.96614062
91065,CC1CC2C3CC3C2O1,-81.68176501
91066,CC1CC2C3NC3C2O1,-76.5211554
91067,CC1CC2C3OC3C2C1,-81.60353232
91068,CC1CC2C3OC3C2O1,-74.17343981
91069,CC1OC2C3CC3C2O1,-74.45524078
91070,CC1OC2C3NC3C2O1,-69.1977859
91071,CC1OC2C3OC3C2O1,-66.83894085
91072,OC1CC2C3CC3C2C1,-81.53272833
91073,OC1CC2C3CN3C2C1,-76.40371112
91074,OC1CC2C3NC3C2C1,-76.68722641
91075,OC1CC2C3OC3C2C1,-74.16971185
91076,CC1CC2C3CC3C=C12,-83.74953001
91077,CC1CC2C3NC3C=C12,-78.66279928
91078,CC1CC2C3OC3C=C12,-76.33897527
91079,CC1OC2C3CC3C=C12,-76.15785637
91080,CC1OC2C3NC3C=C12,-70.95746373
91081,CC1OC2C3OC3C=C12,-68.59040085
91082,OC1CC2C3CC3C=C12,-76.30147799
91083,OC1CC2C3NC3C=C12,-71.28868056
91084,OC1CC2C3OC3C=C12,-68.95304681
91085,OC1CC2N3CC3C=C12,-71.04935654
91086,OC1CN2C3CC3N=C12,-66.94993604
91087,CC1CC2C3CC3CC12,-89.05351634
91088,CC1CC2C3CC3OC12,-81.62385921
91089,CC1CC2C3OC3CC12,-81.86565947
91090,CC1OC2C3CC3CC12,-81.81899197
91091,CC1OC2C3CC3OC12,-74.33251749
91092,CC1OC2C3CN3CC12,-76.59987791
91093,CC1OC2C3NC3CC12,-76.76632987
91094,CC1OC2C3OC3CC12,-74.45872384
91095,OC1CC2C1CC1CN21,-76.60330654
91096,OC1CC2C3CC3CC12,-81.7513717
91097,OC1CC2C3CC3OC12,-74.14505835
91098,OC1CC2C3CN3CC12,-76.57495229
91099,OC1CC2C3OC3CC12,-74.66501325
91100,CC1CC2C3CC=C1C23,-83.5958946
91101,CC1OC2C3CC=C1C23,-75.92302222
91102,OC1CC2C3CC=C1C23,-76.16686333
91103,OC1CC2C3CN=C1N23,-66.90013923
91104,OC1CC2C3N2CC=C13,-70.85465917
91105,OC1CN2C3CC=C1C23,-70.82679472
91106,CC1CC2C3CCC1C23,-89.83265957
91107,CC1CC2C3COC1C23,-82.44822775
91108,CC1CC2C3OCC1C23,-82.29097322
91109,CC1CN2C3COC1C23,-77.25520939
91110,CC1OC2C3CCC1C23,-82.41761495
91111,CC1OC2C3COC1C23,-74.97299157
91112,CC1OC2C3OCC1C23,-74.71951763
91113,OC1CC2C3C1CCN23,-77.33882994
91114,OC1CC2C3CCC1C23,-82.47805141
91115,OC1CC2C3CCC1N23,-77.4542878
91116,OC1CC2C3COC1C23,-74.94586183
91117,OC1CC2C3OCC1C23,-74.93674602
91118,OC1CN2C3CCC1C23,-77.30609466
91119,OC1CN2C3COC1C23,-69.7167612
91120,CC1CC2C3CCC2C13,-89.65956803
91121,CC1CC2C3COC2C13,-82.03749929
91122,CC1OC2C3CCC2C13,-82.16261718
91123,CC1OC2C3COC2C13,-74.49796264
91124,OC1CC2C3CCC2C13,-82.2724967
91125,OC1CC2C3COC2C13,-74.6412033
91126,CC1CC2C3CCC3C12,-87.9704765
91127,CC1CC2C3COC3C12,-80.64490287
91128,CC1CC2C3OCC3C12,-80.58775899
91129,CC1CC2C3OCC3N12,-75.39242767
91130,CC1CN2C3COC3C12,-75.43909517
91131,CC1OC2C3CCC3C12,-80.67872661
91132,CC1OC2C3CCN3C12,-75.4583064
91133,CC1OC2C3COC3C12,-73.34417323
91134,CC1OC2C3OCC3C12,-73.07570582
91135,OC1CC2C3CCC3C12,-80.66648149
91136,OC1CC2C3COC3C12,-73.43135847
91137,OC1CC2C3OCC3C12,-73.28248505
91138,OC1CN2C3CCC3C12,-75.45708189
91139,OC1CN2C3COC3C12,-68.18067921
91140,CC1=CC2CC(O)C2C1,-82.4622416
91141,CC1=NC2CC(O)C2O1,-70.89846948
91142,CC1CC2C=C(C)CC12,-89.79777459
91143,CC1CC2N=C(C)OC12,-78.30535069
91144,CC1CC2N=C(N)OC12,-73.65378422
91145,CC1OC2C=C(C)CC12,-82.48343926
91146,NC1=NC2CC(O)C2O1,-66.25122963
91147,CC1CC2C=CC(=O)C12,-78.18657304
91148,CC1CC2C=CC(=O)N12,-73.5733202
91149,CC1OC2C=CC(=O)C12,-70.74725588
91150,CN1CC2C=CC(=O)C12,-72.86835517
91151,OC1CC2C=CC(=O)C12,-70.84393789
91152,OC1C[NH+]2C=CC(=O)[C-]12,-63.95015432
91153,CC1C=CC2CC(O)C12,-82.17478066
91154,CC1CC2C=CC(C)C12,-89.44002668
91155,CC1CC2C=CC(O)C12,-82.10533724
91156,CC1OC2C=CC(C)C12,-82.11994975
91157,CC1OC2C=CC(O)C12,-74.76803551
91158,OC1CC2C=CC(O)C12,-74.8589215
91159,CC1CC2C=CC1C2=O,-78.16768835
91160,CC1OC2C=CC1C2=O,-70.58134814
91161,CN1CC2C=CC1C2=O,-72.78250328
91162,OC1CC2C=CC1C2=O,-70.73049367
91163,CC1C2CC(O)C1C=C2,-82.39266212
91164,CC1CC2C=CC1C2C,-89.81018298
91165,CC1CC2C=CC1C2O,-82.50700431
91166,CC1OC2C=CC1C2C,-82.37693395
91167,CC1OC2C=CC1C2O,-75.11775607
91168,OC1CC2C=CC1C2O,-75.10602797
91169,CC1CC2C=CC1C=C2,-84.92843552
91170,CC1OC2C=CC1C=C2,-77.36976927
91171,OC1CC2C=CC1C=C2,-77.52381285
91172,CC1CC2C=CC3C1C23,-84.59136824
91173,CC1OC2C=CC3C1C23,-77.15063609
91174,OC1CC2C=CC3C1C23,-77.2810602
91175,OC1CC2C=CC3C1N23,-72.24042553
91176,OC1CC2N=CN3C1C23,-67.61661467
91177,CC12CC=CC1CC2O,-82.35293352
91178,CC12OC=NC1CC2O,-70.76173233
91179,CC1CC2C=CCC12C,-89.68060242
91180,CC1CC2C=CCC12O,-82.35399476
91181,CC1CC2N=COC12C,-78.15484458
91182,CC1OC2C=CCC12C,-82.35603562
91183,CC1OC2C=CCC12O,-74.96003896
91184,OC1CC2C=CCC12O,-74.98017537
91185,CC1CC2C=CCC2=C1,-85.15897027
91186,CC1CC2N=CNC2=N1,-71.48735079
91187,CC1CN2C=NCC2=N1,-71.53611357
91188,CC1OC2C=CCC2=C1,-77.63780129
91189,OC1CC2C=CCC2=C1,-77.77453844
91190,CC1CC2C=CCCC12,-89.70147354
91191,CC1CC2C=CCOC12,-82.19015509
91192,CC1CC2N=COCC12,-77.77872899
91193,CC1OC2C=CCCC12,-82.32090573
91194,CC1OC2C=CCOC12,-74.76044354
91195,CN1CC2N=COCC12,-72.66500458
91196,OC1CC2C=CCCC12,-82.34689259
91197,OC1CC2C=CCOC12,-74.85454047
91198,OC1CC2N=COCC12,-70.41960374
91199,CC12C(O)CC1CC2=O,-75.06531976
91200,CC12C(O)CC1NC2=O,-70.75155528
91201,CC12C(O)CC1OC2=N,-70.1209045
91202,CC12C(O)CC1OC2=O,-68.42824828
91203,CC12C(O)CN1CC2=O,-69.78680327
91204,CC1CC2CC(=O)C12C,-82.43443158
91205,CC1CC2CC(=O)C12O,-75.06224487
91206,CC1CC2NC(=O)C12C,-78.22325397
91207,CC1CC2NC(=O)C12O,-70.8159646
91208,CC1CC2OC(=N)C12C,-77.60854907
91209,CC1CC2OC(=N)C12N,-72.67477346
91210,CC1CC2OC(=N)C12O,-70.22599483
91211,CC1CC2OC(=O)C12C,-75.83080288
91212,CC1CC2OC(=O)C12N,-70.87090436
91213,CC1CC2OC(=O)C12O,-68.39592117
91214,CC1CN2CC(=O)C12C,-77.2064194
91215,CC1OC2CC(=O)C12C,-75.06325169
91216,CC1OC2CC(=O)C12O,-67.64679208
91217,CN1CC2CC(=O)C12C,-77.23110012
91218,CN1CC2NC(=O)C12C,-72.98849338
91219,CN1CC2OC(=N)C12C,-72.1829279
91220,CN1CC2OC(=O)C12C,-70.39807955
91221,NC12C(O)CC1NC2=O,-65.79222819
91222,NC12C(O)CC1OC2=N,-65.28383812
91223,NC12C(O)CC1OC2=O,-63.46037683
91224,OC1CC2CC(=O)C12O,-67.62583933
91225,OC1CC2NC(=N)C12O,-65.21850361
91226,OC1CC2NC(=O)C12O,-63.40494726
91227,OC1CC2OC(=N)C12O,-62.80118132
91228,OC1CC2OC(=O)C12O,-60.94574667
91229,CC1CC2C(CC2=O)O1,-75.76593097
91230,CC1CC2CC(=O)C2C1,-83.04777592
91231,CC1CC2CC(=O)C2O1,-75.53800851
91232,CC1CC2CC(=O)N2C1,-78.61656715
91233,CC1CC2N(CC2=O)C1,-77.88632276
91234,CC1CC2NC(=O)C2C1,-78.85507484
91235,CC1CC2NC(=O)C2O1,-71.34911702
91236,CC1CC2OC(=N)C2C1,-78.25707771
91237,CC1CC2OC(=N)C2N1,-73.2338039
91238,CC1CC2OC(=N)C2O1,-70.7597459
91239,CC1CC2OC(=O)C2C1,-76.47979412
91240,CC1CC2OC(=O)C2N1,-71.44079213
91241,CC1CC2OC(=O)C2O1,-68.95906053
91242,CC1OC2CC(=O)C2O1,-68.26786445
91243,OC1CC2CC(=O)C2C1,-75.78990419
91244,OC1CC2CC(=O)N2C1,-71.28400021
91245,OC1CC2N(CC2=O)C1,-70.41021582
91246,OC1CC2NC(=O)C2C1,-71.49899726
91247,OC1CC2OC(=N)C2C1,-70.91716369
91248,OC1CC2OC(=O)C2C1,-69.16314582
91249,CC1CC2CC(=O)C=C12,-77.8964726
91250,CC1CC2NC(=O)C=C12,-73.4898357
91251,CC1CC2OC(=N)C=C12,-72.74432573
91252,CC1CC2OC(=O)C=C12,-70.92777613
91253,CC1OC2CC(=O)C=C12,-70.22014438
91254,CN1CC2CC(=O)C=C12,-72.89826046
91255,CN1CC2NC(=O)C=C12,-68.3297159
91256,CN1CC2OC(=N)C=C12,-67.51876257
91257,C[NH+]1C[C-]2OC(=O)C=C12,-64.60148574
91258,[NH3+]C1C[C-]2OC(=O)C=C12,-65.88188966
91259,OC1CC2CC(=O)C=C12,-70.41848808
91260,OC1CC2OC(=N)C=C12,-65.25023207
91261,CC1CC2CC(=N)OC12,-78.25084631
91262,CC1CC2CC(=O)CC12,-83.06753138
91263,CC1CC2CC(=O)NC12,-78.95681816
91264,CC1CC2CC(=O)OC12,-76.42357542
91265,CC1CC2NC(=O)CC12,-78.88612301
91266,CC1CC2NC(=O)NC12,-74.37015082
91267,CC1CC2NC(=O)OC12,-71.90055549
91268,CC1CC2OC(=N)CC12,-78.19443713
91269,CC1CC2OC(=N)OC12,-71.05422737
91270,CC1CC2OC(=O)CC12,-76.39497627
91271,CC1CC2OC(=O)NC12,-71.91984835
91272,CC1CC2OC(=O)OC12,-69.38072796
91273,CC1NC2CC(=O)OC12,-71.41613863
91274,CC1OC2CC(=N)OC12,-70.88630599
91275,CC1OC2CC(=O)CC12,-75.78182241
91276,CC1OC2CC(=O)NC12,-71.60895842
91277,CC1OC2CC(=O)OC12,-69.05631397
91278,CN1CC2NC(=O)CC12,-73.74826211
91279,CN1CC2OC(=N)CC12,-73.0237321
91280,CN1CC2OC(=O)CC12,-71.20122321
91281,OC1CC2CC(=N)OC12,-70.73013993
91282,OC1CC2CC(=O)CC12,-75.70824286
91283,OC1CC2CC(=O)NC12,-71.58640019
91284,OC1CC2CC(=O)OC12,-68.86635138
91285,OC1CC2NC(=O)CC12,-71.51771868
91286,OC1CC2NC(=O)NC12,-66.91529596
91287,OC1CC2NC(=O)OC12,-64.35130438
91288,OC1CC2OC(=N)CC12,-70.8174068
91289,OC1CC2OC(=N)OC12,-63.63423028
